,Age,C0.4,C1,C2.5,C5,C10,C25,C50,C75,C90,C95,C97.5,C99,C99.6
,70,2.229085,2.432516,2.637242,2.796932,2.965454,3.215986,3.457231,3.680861,3.880546,3.999038,4.100947,4.218251,4.321355
,80,2.16699,2.362192,2.562499,2.720899,2.889585,3.141997,3.385141,3.615028,3.828298,3.958031,4.071311,4.203501,4.321167
,90,2.128324,2.309564,2.500258,2.653894,2.819722,3.070802,3.314009,3.54977,3.778351,3.921554,4.04894,4.200171,4.336986
L_transversetemporal,3,2.123358,2.194756,2.275982,2.346606,2.4289,2.568455,2.726463,2.887515,3.03502,3.124436,3.202672,3.294429,3.37671
,5,2.089309,2.160402,2.24123,2.311466,2.393258,2.531846,2.688583,2.848158,2.994153,3.082582,3.159913,3.250558,3.331796
,10,2.007034,2.07742,2.157315,2.226632,2.307228,2.44349,2.597161,2.753155,2.895487,2.981523,3.056656,3.144603,3.223312
,15,1.932632,2.002535,2.081747,2.150357,2.230002,2.364348,2.515413,2.668301,2.807412,2.891327,2.964506,3.050045,3.126492
,20,1.871323,1.941186,2.020208,2.088534,2.167713,2.300957,2.450326,2.60103,2.737765,2.820076,2.891752,2.975417,3.050086
,30,1.773955,1.844685,1.92437,1.993007,2.072255,2.204938,2.352724,2.500873,2.634506,2.714608,2.784158,2.865111,2.937155
,40,1.69822,1.770796,1.852195,1.922009,2.00229,2.135958,2.283815,2.431031,2.563016,2.641785,2.709976,2.789119,2.859351
,50,1.636113,1.711375,1.795352,1.867033,1.949089,2.084888,2.233992,2.381386,2.5127,2.590716,2.658053,2.735978,2.804931
,60,1.573858,1.652159,1.739013,1.812749,1.896735,2.034808,2.185206,2.332756,2.463351,2.540583,2.60704,2.683721,2.751379
,70,1.509755,1.591444,1.681439,1.757373,1.843378,1.983747,2.135338,2.282877,2.412578,2.48892,2.55441,2.629749,2.696034
,80,1.432869,1.517738,1.610491,1.688204,1.775671,1.917289,2.068824,2.215073,2.34274,2.417522,2.481474,2.554825,2.619174
,90,1.34312,1.430875,1.525884,1.604844,1.693086,1.834706,1.984743,2.128268,2.25265,2.325151,2.386955,2.457631,2.519456
L_insula,3,2.872207,2.993616,3.107227,3.190806,3.274875,3.393058,3.500212,3.594879,3.676362,3.723455,3.763249,3.808277,3.847196
,5,2.856058,2.966239,3.071846,3.150957,3.231644,3.346796,3.4528,3.547374,3.629211,3.676684,3.716896,3.762502,3.802008
,10,2.812298,2.900261,2.989097,3.058398,3.13139,3.239418,3.342719,3.437274,3.520305,3.568968,3.610472,3.657853,3.699161
,15,2.7757,2.847475,2.923046,2.984085,3.050302,3.151866,3.252907,3.348089,3.433202,3.483739,3.527221,3.577288,3.621305
,20,2.746198,2.806755,2.872506,2.927097,2.987816,3.083994,3.183381,3.27979,3.367726,3.420713,3.466767,3.520333,3.567901
,30,2.676538,2.72908,2.787487,2.837083,2.893466,2.98554,3.084475,3.183056,3.274166,3.329659,3.378286,3.435327,3.486432
,40,2.609363,2.6612,2.719046,2.768374,2.824716,2.917444,3.018241,3.11872,3.210593,3.266156,3.31464,3.371304,3.421905
,50,2.546055,2.59858,2.657208,2.707239,2.764464,2.858945,2.962231,3.064641,3.156808,3.211941,3.259722,3.315215,3.364481
,60,2.500547,2.555654,2.616929,2.66906,2.728551,2.826601,2.933717,3.038718,3.131255,3.185804,3.232645,3.286582,3.334079
,70,2.459787,2.516498,2.579504,2.633099,2.694288,2.795341,2.906169,3.014084,3.107639,3.162169,3.208672,3.261885,3.308475
,80,2.419088,2.474511,2.536502,2.589594,2.650647,2.752594,2.86609,2.977072,3.072638,3.128089,3.17526,3.229135,3.27623
,90,2.358289,2.412558,2.473565,2.526096,2.586854,2.689244,2.80468,2.917796,3.014378,3.070091,3.117329,3.171129,3.218048
R_bankssts,3,2.486483,2.56228,2.645342,2.714815,2.792509,2.916096,3.043857,3.17061,3.291331,3.366286,3.432701,3.51136,3.582431
,5,2.446965,2.521564,2.603384,2.671881,2.748561,2.870725,2.99731,3.122931,3.242357,3.316425,3.382011,3.459644,3.529756
,10,2.349923,2.421578,2.500339,2.566427,2.640592,2.759218,2.882857,3.005637,3.121842,3.193709,3.257244,3.332345,3.400088
,15,2.258417,2.327295,2.403168,2.466979,2.538765,2.654039,2.774886,2.894977,3.008134,3.077921,3.139518,3.212226,3.277731
,20,2.183186,2.249812,2.323359,2.38535,2.455258,2.56795,2.686767,2.804914,2.915742,2.983898,3.043956,3.114747,3.178444
,30,2.101469,2.166,2.23748,2.297955,2.366439,2.477601,2.596025,2.713814,2.823233,2.890095,2.948791,3.01775,3.079616
,40,2.046454,2.110153,2.18088,2.240885,2.309057,2.420338,2.539928,2.658733,2.767889,2.834102,2.891972,2.95969,3.020223
,50,1.986051,2.049035,2.119085,2.178641,2.246479,2.357743,2.478224,2.597646,2.706081,2.771333,2.828087,2.894208,2.953077
,60,1.932495,1.995248,2.065112,2.124595,2.192484,2.304273,2.426101,2.546467,2.654393,2.718785,2.774498,2.839102,2.896368
,70,1.891533,1.954724,2.0251,2.085069,2.153611,2.266832,2.390882,2.512934,2.620937,2.684793,2.739738,2.803133,2.85907
,80,1.82995,1.893093,1.963401,2.023333,2.091899,2.205444,2.330406,2.452754,2.559548,2.622101,2.675617,2.737047,2.790992
,90,1.757837,1.820644,1.89054,1.950124,2.018336,2.131538,2.256608,2.37841,2.483267,2.544107,2.595858,2.654955,2.706607
R_caudalanteriorcingulate,3,2.368118,2.461048,2.559026,2.638914,2.727296,2.869676,3.026668,3.19107,3.354196,3.463011,3.566865,3.702021,3.838908
,5,2.322316,2.412467,2.507906,2.586004,2.67267,2.812746,2.967558,3.129635,3.289977,3.396508,3.497799,3.629008,3.761167
,10,2.212462,2.296424,2.386152,2.460185,2.542913,2.677626,2.827302,2.983896,3.137755,3.239048,3.334527,3.456899,3.578611
,15,2.117332,2.196326,2.281451,2.352199,2.431739,2.56211,2.707622,2.859755,3.008322,3.10534,3.196089,3.311311,3.424641
,20,2.054494,2.130219,2.212425,2.281185,2.358905,2.487017,2.630569,2.780547,2.926212,3.02065,3.108386,3.218859,3.326451
,30,1.990063,2.062571,2.142252,2.209606,2.286406,2.414174,2.558231,2.708515,2.853121,2.945737,3.030802,3.136429,3.237615
,40,1.950382,2.021693,2.100804,2.168219,2.245602,2.375234,2.522044,2.674967,2.820994,2.913614,2.997913,3.101438,3.199328
,50,1.913961,1.985091,2.064578,2.132732,2.211356,2.343745,2.494142,2.650549,2.798965,2.892359,2.976747,3.079475,3.175609
,60,1.884697,1.95665,2.037502,2.107147,2.187793,2.324089,2.479232,2.640303,2.792327,2.887376,2.972752,3.075951,3.171728
,70,1.875335,1.94951,2.033202,2.105539,2.189526,2.331831,2.493989,2.662035,2.819905,2.918075,3.005827,3.111286,3.208505
,80,1.894318,1.972462,2.060893,2.137509,2.226627,2.377864,2.550253,2.728542,2.895334,2.998571,3.090477,3.2004,3.301173
,90,1.938176,2.022029,2.11711,2.199617,2.295693,2.458869,2.644795,2.836659,3.015457,3.125675,3.223451,3.339923,3.446207
R_caudalmiddlefrontal,3,2.392723,2.455349,2.523488,2.580305,2.643928,2.746166,2.854449,2.957826,3.047153,3.099081,3.143256,3.193662,3.237654
,5,2.370569,2.431933,2.498876,2.554826,2.617616,2.718798,2.826317,2.92928,3.018481,3.070429,3.114673,3.165215,3.209373
,10,2.314877,2.373205,2.437238,2.491066,2.551794,2.650335,2.755916,2.85781,2.946672,2.998661,3.043076,3.09396,3.138542
,15,2.257345,2.312817,2.374071,2.425841,2.484541,2.580423,2.683983,2.784693,2.873104,2.925072,2.969604,3.020776,3.06574
,20,2.201679,2.254815,2.313762,2.363798,2.420763,2.51432,2.616044,2.715608,2.803508,2.855384,2.899957,2.951306,2.996542
,30,2.114911,2.166399,2.223664,2.272389,2.327989,2.419586,2.519561,2.61778,2.704781,2.756249,2.800542,2.851648,2.896739
,40,2.051886,2.10457,2.162935,2.212413,2.268678,2.36094,2.461067,2.558894,2.645129,2.695968,2.739619,2.789872,2.834113
,50,1.992423,2.04714,2.107387,2.158172,2.215618,2.309161,2.409821,2.507377,2.592773,2.642868,2.68574,2.734942,2.778124
,60,1.948612,2.005663,2.068117,2.120486,2.179436,2.274821,2.376694,2.47473,2.560029,2.609859,2.652386,2.701064,2.743678
,70,1.91316,1.972672,2.03747,2.091541,2.15214,2.249641,2.353085,2.452027,2.537674,2.587529,2.629981,2.678466,2.72082
,80,1.851477,1.913385,1.98029,2.035754,2.097548,2.196229,2.300023,2.398526,2.483238,2.532331,2.574014,2.621491,2.662856
,90,1.770679,1.83553,1.904853,1.961777,2.024672,2.124073,2.227405,2.324448,2.407196,2.454875,2.495208,2.540989,2.580743
R_cuneus,3,1.931459,1.976865,2.028592,2.073635,2.126204,2.215567,2.317096,2.420985,2.51651,2.574595,2.625532,2.685408,2.739227
,5,1.879102,1.92357,1.97427,2.018451,2.070053,2.157867,2.257778,2.360164,2.454439,2.511825,2.562186,2.621428,2.674718
,10,1.75771,1.799987,1.848282,1.890451,1.939797,2.024006,2.120165,2.219087,2.310505,2.366306,2.41537,2.473199,2.525319
,15,1.651694,1.692035,1.738211,1.77861,1.82598,1.90705,1.999977,2.095958,2.185001,2.23951,2.287536,2.344259,2.395488
,20,1.572646,1.611565,1.656207,1.695341,1.741322,1.820246,1.911068,2.005266,2.093004,2.146878,2.194447,2.250751,2.301714
,30,1.507019,1.544716,1.588122,1.626321,1.671379,1.749161,1.839359,1.933687,2.022254,2.076974,2.125501,2.183196,2.235657
,40,1.478022,1.514449,1.556532,1.59369,1.637669,1.713971,1.803063,1.896939,1.985741,2.040926,2.090071,2.148751,2.202346
,50,1.462266,1.497376,1.538055,1.574078,1.616843,1.691374,1.778946,1.871871,1.960395,2.015716,2.065183,2.124495,2.178904
,60,1.444981,1.478758,1.517999,1.552844,1.59433,1.666948,1.752795,1.844521,1.932522,1.987828,2.037486,2.097286,2.152393
,70,1.440189,1.472832,1.510845,1.544685,1.585078,1.656065,1.740462,1.831229,1.9189,1.974302,2.024249,2.084655,2.140574
,80,1.413554,1.444525,1.480668,1.512914,1.551496,1.619545,1.700871,1.788871,1.874417,1.928761,1.977949,2.037688,2.093238
,90,1.357576,1.38632,1.41993,1.449977,1.486005,1.549765,1.626341,1.709686,1.791212,1.843271,1.890577,1.948271,2.002163
R_entorhinal,3,2.223935,2.396854,2.576551,2.721878,2.881759,3.136913,3.409043,3.65288,3.838754,3.938243,4.018919,4.107233,4.181514
,5,2.248906,2.415512,2.590492,2.733145,2.891046,3.144674,3.416912,3.66291,3.852253,3.954227,4.037216,4.128346,4.20521
,10,2.308054,2.460921,2.625256,2.761673,2.914825,3.164612,3.436919,3.688279,3.886622,3.995178,4.084358,4.1831,4.26701
,15,2.363209,2.504966,2.660228,2.791069,2.939766,3.185615,3.45748,3.713788,3.921266,4.036742,4.132558,4.239593,4.331289
,20,2.40774,2.541712,2.690301,2.816828,2.961859,3.203946,3.474361,3.733881,3.948927,4.070502,4.172335,4.287056,4.386106
,30,2.448077,2.57572,2.718305,2.840365,2.980774,3.215644,3.478085,3.734299,3.953427,4.080016,4.187446,4.309901,4.416772
,40,2.476381,2.597777,2.733898,2.850736,2.985341,3.210536,3.461741,3.709811,3.926959,4.054428,4.163671,4.289304,4.399854
,50,2.486614,2.604998,2.737902,2.85207,2.983652,3.203744,3.449013,3.692243,3.907072,4.033967,4.143135,4.269122,4.380346
,60,2.411265,2.539638,2.682105,2.803216,2.941463,3.169829,3.420556,3.665305,3.878212,4.00265,4.108974,4.230883,4.337832
,70,2.210252,2.370984,2.542915,2.684565,2.841944,3.093502,3.359801,3.610089,3.820031,3.93978,4.040542,4.154442,4.253027
,80,1.819614,2.065937,2.306591,2.491,2.684467,2.974715,3.263062,3.519247,3.724099,3.837463,3.931123,4.035259,4.124023
,90,1.363601,1.693788,2.023251,2.266029,2.507248,2.844581,3.156463,3.417433,3.616481,3.723553,3.810565,3.905913,3.986121
R_fusiform,3,2.72771,2.763265,2.804303,2.840608,2.88379,2.959666,3.05068,3.150719,3.250664,3.316051,3.376794,3.452893,3.526293
,5,2.66715,2.708427,2.755138,2.795652,2.842878,2.923423,3.01614,3.113431,3.206089,3.264377,3.316943,3.380722,3.44013
,10,2.475338,2.543934,2.614962,2.671778,2.733245,2.828279,2.925476,3.016582,3.095204,3.141308,3.180967,3.226908,3.267775
,15,2.32384,2.412784,2.499067,2.564589,2.632567,2.732828,2.830679,2.919322,2.994222,3.03771,3.074967,3.118042,3.156356
,20,2.337394,2.399285,2.463897,2.516006,2.572887,2.662186,2.755935,2.847072,2.929272,2.979431,3.023952,3.077332,3.126644
,30,2.281596,2.34113,2.403856,2.454861,2.510949,2.599846,2.694241,2.787012,2.871504,2.923431,2.969749,3.025563,3.077387
,40,2.210911,2.273483,2.339384,2.39289,2.451559,2.543873,2.640356,2.732809,2.814284,2.862843,2.905103,2.954647,2.999275
,50,2.216781,2.265044,2.318638,2.364244,2.416382,2.502778,2.598325,2.694174,2.781367,2.834228,2.880619,2.935317,2.984744
,60,2.147666,2.204576,2.266524,2.318228,2.376219,2.469717,2.569376,2.665404,2.749322,2.798604,2.840864,2.88951,2.932376
,70,2.117295,2.172006,2.232259,2.283072,2.340591,2.434395,2.535628,2.63415,2.720831,2.771915,2.815792,2.866346,2.91091
,80,2.087325,2.132916,2.184647,2.229524,2.281715,2.370021,2.469791,2.571365,2.664384,2.7208,2.770197,2.828186,2.880251
,90,2.015666,2.055137,2.10076,2.141072,2.188829,2.271839,2.369072,2.471977,2.569821,2.630901,2.68549,2.750924,2.81094
R_inferiorparietal,3,2.520629,2.590973,2.664279,2.722811,2.785484,2.879495,2.969781,3.055555,3.13617,3.185561,3.228846,3.279492,3.324662
,5,2.472053,2.540574,2.612241,2.669661,2.731346,2.824313,2.914172,2.999655,3.079716,3.12867,3.171528,3.221636,3.266297
,10,2.354323,2.418431,2.486091,2.540767,2.599993,2.690321,2.779057,2.863775,2.942451,2.990329,3.032141,3.080931,3.124353
,15,2.242605,2.302476,2.366231,2.418192,2.474951,2.562566,2.65006,2.733924,2.811184,2.857987,2.898763,2.94626,2.98847
,20,2.153748,2.209975,2.270369,2.320004,2.374672,2.460082,2.546783,2.630234,2.706522,2.75253,2.792522,2.839022,2.880291
,30,2.072681,2.124383,2.180765,2.227801,2.280397,2.364448,2.452459,2.537796,2.614573,2.660431,2.700088,2.746011,2.786634
,40,2.030882,2.07974,2.133681,2.179248,2.230875,2.315057,2.405713,2.494081,2.572228,2.618391,2.658069,2.703784,2.744053
,50,1.99341,2.039401,2.090726,2.134572,2.184845,2.268375,2.360708,2.451087,2.529606,2.575444,2.614579,2.659417,2.698724
,60,1.951452,1.993997,2.041951,2.083349,2.131359,2.212589,2.30465,2.3951,2.472311,2.516841,2.554598,2.597604,2.635115
,70,1.930488,1.969799,2.014526,2.053529,2.099261,2.178021,2.269462,2.359622,2.435277,2.478378,2.514666,2.555753,2.591405
,80,1.887928,1.923619,1.964595,2.000674,2.043435,2.118376,2.207443,2.295577,2.368312,2.409243,2.443461,2.481972,2.515215
,90,1.822321,1.854309,1.891351,1.924274,1.963705,2.034008,2.119477,2.204349,2.273275,2.311588,2.343388,2.378962,2.409509
R_inferiortemporal,3,2.525628,2.621596,2.718815,2.795169,2.876419,2.999178,3.120658,3.230005,3.320142,3.370922,3.413269,3.460699,3.501366
,5,2.491359,2.587267,2.684279,2.760383,2.841293,2.963415,3.084141,3.192721,3.282172,3.332547,3.374546,3.421576,3.461893
,10,2.415578,2.508609,2.603008,2.677249,2.756342,2.876001,2.994589,3.101469,3.189661,3.23938,3.28086,3.327337,3.367202
,15,2.392543,2.468317,2.548492,2.613736,2.685243,2.797098,2.911994,3.01872,3.108891,3.160518,3.204009,3.25318,3.295716
,20,2.400952,2.457493,2.520441,2.57405,2.635275,2.736259,2.846637,2.955227,3.051532,3.108553,3.157653,3.214338,3.264378
,30,2.343767,2.397571,2.457943,2.509743,2.569328,2.668574,2.778397,2.887771,2.985844,3.044377,3.095051,3.153863,3.206052
,40,2.293118,2.350279,2.413949,2.4682,2.53019,2.632503,2.744432,2.854646,2.952471,3.010427,3.060352,3.118014,3.168937
,50,2.256504,2.313806,2.377742,2.432308,2.494753,2.598037,2.711324,2.823167,2.922669,2.981718,3.032643,3.091524,3.14358
,60,2.191503,2.253951,2.32277,2.380827,2.44655,2.553682,2.669116,2.781133,2.879299,2.936934,2.986285,3.042954,3.092716
,70,2.166547,2.223898,2.288069,2.342982,2.405987,2.510562,2.625776,2.74002,2.84206,2.902788,2.955263,3.01605,3.069893
,80,2.163827,2.211734,2.266799,2.315175,2.372141,2.470245,2.583664,2.70191,2.812618,2.880876,2.941323,3.013088,3.078253
,90,2.15528,2.196719,2.245255,2.288728,2.340963,2.433711,2.545669,2.668296,2.789097,2.866706,2.937563,3.024432,3.10604
R_isthmuscingulate,3,2.464882,2.534255,2.61006,2.673857,2.746379,2.866807,3.002874,3.146018,3.28573,3.376562,3.461081,3.567643,3.671548
,5,2.416464,2.483971,2.557994,2.620479,2.691692,2.810285,2.944581,3.085914,3.223631,3.312941,3.395835,3.500023,3.601232
,10,2.297768,2.361028,2.430938,2.490357,2.558471,2.672637,2.802587,2.939475,3.072388,3.158104,3.237225,3.335982,3.431116
,15,2.191801,2.251559,2.318051,2.3749,2.440398,2.550801,2.677042,2.810152,2.939027,3.021756,3.097765,3.192088,3.28231
,20,2.114827,2.172168,2.236347,2.291503,2.355332,2.463452,2.587585,2.718605,2.845168,2.926103,3.000177,3.091649,3.178623
,30,2.024324,2.079155,2.141121,2.194827,2.257429,2.364343,2.48794,2.618671,2.744565,2.824615,2.897449,2.986717,3.070818
,40,1.957314,2.010828,2.071757,2.124908,2.187214,2.294311,2.418828,2.550826,2.677736,2.758137,2.831003,2.919851,3.003024
,50,1.887628,1.940117,2.000225,2.052929,2.114988,2.22222,2.347497,2.480615,2.608541,2.689411,2.762517,2.851355,2.934162
,60,1.830628,1.882687,1.942577,1.995306,2.05762,2.165763,2.29264,2.427793,2.557722,2.639774,2.71384,2.803655,2.887142
,70,1.795735,1.84817,1.90872,1.962211,2.025616,2.136066,2.266148,2.405073,2.538766,2.623181,2.699328,2.791562,2.877159
,80,1.751687,1.804362,1.865381,1.91944,1.983686,2.095972,2.22869,2.370816,2.507799,2.594332,2.672384,2.766887,2.854525
,90,1.708798,1.761831,1.82343,1.87814,1.943311,2.057557,2.193052,2.338566,2.479087,2.56794,2.648117,2.745208,2.835237
R_lateraloccipital,3,2.231998,2.272896,2.318899,2.358465,2.404081,2.480304,2.564994,2.649683,2.725906,2.771523,2.811088,2.857092,2.89799
,5,2.190386,2.231309,2.277342,2.316932,2.362577,2.438848,2.52359,2.608333,2.684603,2.730249,2.769839,2.815871,2.856795
,10,2.086956,2.127943,2.174048,2.2137,2.259416,2.335806,2.420682,2.505557,2.581947,2.627663,2.667316,2.71342,2.754407
,15,1.988753,2.029804,2.07598,2.115695,2.161482,2.237992,2.323,2.408007,2.484517,2.530305,2.570019,2.616195,2.657247
,20,1.915189,1.956304,2.002552,2.042328,2.088187,2.164816,2.249956,2.335096,2.411724,2.457583,2.497359,2.543607,2.584723
,30,1.865245,1.906487,1.952878,1.992777,2.038777,2.115641,2.201044,2.286446,2.36331,2.409311,2.449209,2.4956,2.536842
,40,1.838243,1.879612,1.926145,1.966166,2.012307,2.089408,2.175072,2.260737,2.337837,2.383979,2.424,2.470533,2.511901
,50,1.815803,1.857299,1.903977,1.944121,1.990406,2.067745,2.153675,2.239604,2.316944,2.363228,2.403373,2.45005,2.491547
,60,1.780398,1.822025,1.868849,1.90912,1.95555,2.033132,2.119331,2.205531,2.283113,2.329543,2.369814,2.416637,2.458264
,70,1.744483,1.786243,1.833215,1.873614,1.920191,1.998019,2.084492,2.170965,2.248793,2.295371,2.335769,2.382742,2.424501
,80,1.685765,1.727658,1.77478,1.815307,1.862033,1.940109,2.026858,2.113606,2.191683,2.238408,2.278936,2.326058,2.36795
,90,1.577307,1.619333,1.666605,1.707262,1.754136,1.832462,1.919487,2.006512,2.084838,2.131712,2.172369,2.219641,2.261667
R_lateralorbitofrontal,3,2.604286,2.696168,2.790077,2.864443,2.944312,3.06707,3.192556,3.311182,3.415252,3.477365,3.531606,3.595537,3.653536
,5,2.551617,2.638457,2.727899,2.799186,2.87617,2.995284,3.117949,3.234663,3.3376,3.399259,3.453229,3.516984,3.574951
,10,2.431011,2.505857,2.584501,2.648269,2.718174,2.828372,2.944295,3.056739,3.157524,3.218577,3.272417,3.336482,3.39515
,15,2.341742,2.404118,2.471323,2.527058,2.589426,2.690409,2.80011,2.90985,3.010939,3.073405,3.129249,3.196613,3.259164
,20,2.289817,2.342258,2.400072,2.449071,2.505052,2.598322,2.703406,2.812544,2.916716,2.982865,3.043171,3.117407,3.187819
,30,2.208031,2.258843,2.315048,2.362831,2.417577,2.509129,2.61272,2.720713,2.824093,2.889861,2.949884,3.023845,3.094057
,40,2.124906,2.181913,2.243937,2.295833,2.35437,2.45011,2.555289,2.661498,2.760001,2.821107,2.875852,2.942001,3.003503
,50,2.090405,2.143609,2.202158,2.251669,2.308084,2.401625,2.506152,2.613499,2.714598,2.778031,2.835311,2.905078,2.970478
,60,2.072681,2.121877,2.176714,2.223663,2.277804,2.369092,2.473342,2.582853,2.688245,2.755481,2.816931,2.892719,2.964702
,70,2.044216,2.095953,2.153381,2.20234,2.258551,2.352702,2.459203,2.569842,2.675066,2.741535,2.801826,2.87558,2.945012
,80,2.030538,2.085974,2.147149,2.199001,2.258185,2.356471,2.466342,2.578976,2.684647,2.750663,2.81005,2.88206,2.949213
,90,2.044808,2.100973,2.163153,2.21601,2.276509,2.377334,2.490511,2.606959,2.716522,2.785092,2.846844,2.921794,2.991747
R_lingual,3,2.203351,2.239055,2.27948,2.314508,2.355238,2.424262,2.502655,2.583224,2.657963,2.703849,2.744428,2.792599,2.836391
,5,2.139404,2.175085,2.21549,2.250509,2.29124,2.3603,2.4388,2.519572,2.594597,2.640712,2.681531,2.730035,2.774176
,10,1.994796,2.030521,2.070993,2.106088,2.146936,2.216283,2.295285,2.376816,2.452815,2.499674,2.541253,2.59079,2.636003
,15,1.876022,1.911953,1.95267,1.987994,2.029134,2.099066,2.178912,2.261574,2.338916,2.386764,2.429332,2.480196,2.526769
,20,1.794963,1.83114,1.872132,1.907699,1.949136,2.019631,2.100265,2.183977,2.262581,2.31137,2.35489,2.407045,2.454955
,30,1.739193,1.775566,1.816697,1.85233,1.893803,1.964325,2.04508,2.129202,2.208622,2.258193,2.302621,2.356156,2.405643
,40,1.70823,1.743889,1.784047,1.818719,1.858964,1.927223,2.005292,2.086755,2.164012,2.21249,2.256147,2.309057,2.358296
,50,1.679169,1.714266,1.753567,1.787338,1.826385,1.892355,1.967639,2.046313,2.121315,2.168682,2.211593,2.263971,2.313128
,60,1.634102,1.670368,1.710723,1.745219,1.784943,1.851805,1.928021,2.007971,2.084855,2.133892,2.178709,2.233992,2.286516
,70,1.595269,1.633213,1.675071,1.710592,1.751261,1.81933,1.896728,1.978244,2.057456,2.108602,2.155871,2.214964,2.271998
,80,1.561465,1.601024,1.644129,1.680326,1.72141,1.789564,1.866647,1.948082,2.028145,2.080601,2.129742,2.192198,2.25367
,90,1.490557,1.531394,1.57517,1.61141,1.652058,1.718656,1.793372,1.872541,1.951508,2.004212,2.054451,2.119679,2.185533
R_medialorbitofrontal,3,2.542465,2.608054,2.681421,2.744332,2.816836,2.9385,3.075559,3.216117,3.347042,3.428001,3.500114,3.586503,3.665909
,5,2.459296,2.523204,2.594613,2.655788,2.726242,2.84438,2.977419,3.113903,3.241169,3.319965,3.390233,3.474528,3.552133
,10,2.272551,2.332797,2.399907,2.45725,2.523152,2.63343,2.757478,2.884853,3.00397,3.077981,3.144193,3.223925,3.297659
,15,2.138236,2.196226,2.260582,2.315402,2.378247,2.483144,2.600967,2.722063,2.835679,2.906556,2.970198,3.047175,3.118731
,20,2.061655,2.11902,2.182408,2.236208,2.297701,2.400033,2.514769,2.632803,2.743954,2.813609,2.876418,2.952771,3.024169
,30,1.973499,2.03169,2.095351,2.148924,2.209734,2.31021,2.422371,2.537977,2.647748,2.71726,2.780545,2.858376,2.932154
,40,1.926025,1.986338,2.05164,2.106109,2.167489,2.26815,2.379992,2.495501,2.606137,2.676968,2.742111,2.823212,2.901205
,50,1.882039,1.944268,2.011039,2.066306,2.12819,2.229017,2.340599,2.456073,2.567574,2.639682,2.706617,2.790888,2.873002
,60,1.837189,1.900529,1.968067,2.023669,2.085655,2.186201,2.2972,2.412306,2.524185,2.597115,2.665307,2.751913,2.837168
,70,1.829328,1.894243,1.96322,2.019838,2.082804,2.184706,2.297104,2.413903,2.527996,2.602795,2.673097,2.76293,2.851999
,80,1.848049,1.91511,1.986217,2.044477,2.109181,2.213768,2.329123,2.449247,2.567082,2.644695,2.717941,2.811994,2.905776
,90,1.835781,1.903767,1.975732,2.034612,2.099932,2.205425,2.321801,2.443251,2.562868,2.642001,2.716969,2.813673,2.910611
R_middletemporal,3,2.770596,2.856591,2.945957,3.017277,3.09377,3.209224,3.321657,3.427205,3.522863,3.580125,3.629616,3.686813,3.737256
,5,2.71015,2.801617,2.895235,2.969029,3.047379,3.164286,3.276827,3.381207,3.474629,3.530078,3.577738,3.632538,3.680633
,10,2.567614,2.67166,2.774418,2.853216,2.935099,3.054474,3.166878,3.268708,3.357599,3.40949,3.453632,3.503906,3.547634
,15,2.515727,2.60486,2.695836,2.767455,2.843497,2.957193,3.06724,3.168664,3.257894,3.310281,3.355024,3.406182,3.450857
,20,2.531037,2.593207,2.661206,2.718044,2.781656,2.883223,2.989167,3.092974,3.188625,3.24669,3.297413,3.356698,3.409601
,30,2.46462,2.518503,2.57878,2.630274,2.689156,2.78608,2.891273,2.99716,3.095968,3.156588,3.209977,3.27292,3.329602
,40,2.359566,2.427005,2.499855,2.560147,2.627129,2.73342,2.844018,2.94967,3.042632,3.097319,3.144162,3.19793,3.245102
,50,2.362569,2.415976,2.476077,2.527773,2.587364,2.686837,2.797132,2.907865,3.008491,3.06912,3.121932,3.183581,3.238595
,60,2.280958,2.337381,2.400427,2.454323,2.516121,2.618676,2.731722,2.84323,2.941789,3.000017,3.0501,3.107871,3.158836
,70,2.2451,2.297707,2.357245,2.408797,2.468688,2.570036,2.684715,2.799498,2.901109,2.961231,3.01303,3.072904,3.125856
,80,2.216746,2.26445,2.319299,2.367561,2.424568,2.523487,2.639308,2.758031,2.864242,2.927592,2.982506,3.046399,3.103296
,90,2.171072,2.216417,2.268992,2.315663,2.371323,2.469394,2.58673,2.708377,2.81713,2.881978,2.938215,3.00371,3.062116
R_parahippocampal,3,2.291323,2.378816,2.47713,2.561602,2.658902,2.821279,3.001402,3.181239,3.342868,3.439497,3.52325,3.620565,3.707021
,5,2.261806,2.349266,2.447499,2.531868,2.62901,2.791035,2.970648,3.149857,3.310825,3.407018,3.49037,3.587191,3.673184
,10,2.18983,2.277246,2.375317,2.459456,2.556235,2.717429,2.895811,3.07349,3.232843,3.327967,3.410332,3.505939,3.590794
,15,2.122637,2.210146,2.308203,2.392234,2.488784,2.649363,2.826746,3.003118,3.161054,3.255227,3.336706,3.431217,3.51504
,20,2.065392,2.153338,2.251759,2.336,2.432683,2.593238,2.770261,2.945957,3.103035,3.19659,3.277473,3.371221,3.454308
,30,1.985821,2.075824,2.176268,2.26202,2.360198,2.522711,2.70119,2.877661,3.034909,3.128345,3.208999,3.302341,3.384944
,40,1.920529,2.012836,2.115537,2.202972,2.302815,2.467516,2.647647,2.825047,2.982583,3.075963,3.156441,3.249434,3.331605
,50,1.866044,1.960998,2.066291,2.155659,2.257427,2.424686,2.606817,2.785451,2.943521,3.036988,3.117408,3.21019,3.292049
